Run,First Solution,FS Iter,samples,Path Cost History
1,28.9276258945,390,1795,11.9167105848,11.7431217481,11.6491291052,11.6446052635,11.5821416536,11.5697305391,11.5697305391,11.4677536398,11.3953680241,11.3940617839,11.3940617839,11.3940617839,11.393902765,11.3270237062,11.1895726873,11.1895726873,11.1895726873,11.1199462556,11.027126818,11.0054753049,10.9905993427,10.9758167076,10.9396263166,10.9294297916,10.9294297916,10.9294297916,10.9220167519,10.9177958008,9.96074012998,9.96074012998,9.96074012998,9.96074012998,9.96074012998,9.94575648604,9.93789946638,9.93008006788,9.90871814394,9.90871814394,9.90368607521,9.90368607521,9.89961251946,9.89806739237,9.89806739237,9.88644022616
2,39.5511851311,480,1770,15,15,11.4760637075,11.4120838503,11.4120838503,11.4120838503,11.4095797838,11.2812775372,11.2287754637,11.2287754637,11.1836056634,11.1829368094,11.0172392683,11.1062268654,11.0858577563,11.0855050615,10.9958830484,10.995778159,10.9503576129,10.9434323504,10.9434323504,10.9434323504,10.9434323504,10.9434323504,10.9401498546,10.9227685554,10.9053557625,10.9053557625,9.96737561465,9.88672081666,9.88670798579,9.88370808995,9.85102526034,9.85102526034,9.83370710564,9.83278594943,9.83278086881,9.81834516036,9.81834516036,9.81356250135,9.81356250135,9.81356250135,9.81356250135,9.81356250135
3,76.6301000118,750,1625,15,15,15,15,15,15,15,11.0199201241,11.0199201241,11.0189921454,11.0189921454,11.0189921454,11.0182713229,11.0008194183,11.0008194183,10.9182142653,10.9176974503,10.8803183193,10.8803183193,10.8754064937,10.8625542153,10.8423024068,10.8423024068,10.8423024068,10.8423024068,10.8270863181,10.8236005727,10.8236005727,10.8236005727,10.8236005727,10.8130936342,10.8128988193,10.806363527,10.806363527,10.8062285469,10.8062285469,10.1149421575,9.85260046156,9.85147622092,9.81867354884,9.80254054202,9.80254054202,9.80184024087,9.79656418576
4,77.8763411045,740,1643,15,15,15,15,15,15,15,11.387363629,11.3695541617,11.3146425965,11.2711978306,11.2700222741,11.2576970672,11.2304629741,11.210144928,11.1624096058,11.1583680745,11.1581063976,11.137953727,10.7240051157,10.1888397568,10.1346828483,10.1346828483,10.109928335,10.1034772232,10.1034772232,10.1034772232,10.0902676588,10.0421324205,10.0094092757,10.0094092757,9.99826378679,9.99826378679,9.98896515511,9.98896515511,9.95352265109,9.93777074628,9.91889996298,9.91822167374,9.91816868895,9.89412266045,9.89412266045,9.89412266045,9.89412266045
5,87.964359045,750,1654,15,15,15,15,15,15,15,10.3094172384,10.3094172384,10.2515456518,10.225351876,10.225351876,10.0661357201,10.0661357201,10.0355378486,10.0355378486,9.96795723478,9.96705146734,9.96653388064,9.94041037922,9.91759550902,9.91348082582,9.90119855177,9.85813244721,9.85451237114,9.84416644371,9.84380423904,9.83096488302,9.82754928681,9.82754928681,9.82754928681,9.82754928681,9.82754928681,9.77084123563,9.7703871502,9.7703871502,9.7703871502,9.76065017899,9.75884179329,9.75884179329,9.75884179329,9.75884179329,9.75884179329,9.75884179329
6,94.3175370693,830,1593,15,15,15,15,15,15,15,15,15,10.4135666553,10.4087144897,10.2765949362,10.1644195845,10.1559285647,10.149523048,10.1233317103,10.110737853,10.0768535164,10.0768535164,10.0768535164,10.0446459938,10.0437299626,9.97271404999,9.97271404999,9.97271404999,9.95125902973,9.94231694665,9.92565517057,9.92565517057,9.92565517057,9.92565517057,9.92565517057,9.91891807503,9.91891807503,9.87374999837,9.87373635521,9.87373635521,9.86371725393,9.85353826484,9.83577851654,9.83081098495,9.83081098495,9.82602521321,9.82602521321
7,70.0281100273,750,1610,15,15,15,15,15,15,15,11.6061553668,11.6061553668,11.4353456448,11.4032772587,11.3356547133,11.2145331406,11.1617908262,11.1556957049,11.1556957049,10.2840353781,10.2818572232,10.2744039981,10.2277499402,10.1884164257,10.1531358476,10.1139075088,10.1139075088,10.0828899712,10.0745763458,10.0745763458,10.0712554341,10.0712554341,10.064195661,10.0641673063,10.0358931434,10.0300823808,9.98782577238,9.98562601597,9.97842663445,9.97842663445,9.97842663445,9.9536452314,9.95097245181,9.95097245181,9.92185159059,9.85647203267,9.85647203267
8,60.3888309002,630,1677,15,15,15,15,15,11.2875807997,11.2339076755,11.0727011678,11.0727011678,10.9665753498,10.9665753498,10.949964434,10.9489327948,10.9280528328,10.9280528328,10.9280528328,10.9280528328,10.9275788391,10.9061048899,10.9061048899,10.8920048932,10.8915035101,10.8799534374,10.8799534374,10.8506257199,10.8506257199,10.8506257199,10.8114186346,10.8102656766,10.8102656766,10.8102656766,10.8060648001,10.8060648001,10.8060648001,10.1151927178,9.96069860507,9.90526639062,9.88796928253,9.88533147638,9.88523878162,9.88523878162,9.88177515824,9.88166634192,9.83652820033
9,68.0184979439,780,1557,15,15,15,15,15,15,15,15,11.2991299352,11.2991299352,11.2146077155,11.1283003523,11.1283003523,11.0630444519,10.9408746277,10.9408746277,10.9408746277,10.9399014045,10.9399014045,10.9203359821,10.8517380358,10.8440791878,10.8413541976,10.8293317381,10.8250172638,10.8245561133,10.7518493136,10.7518493136,10.7504468097,10.7501432747,10.7500257873,10.7500257873,10.7483705849,10.7483705849,10.7224313852,10.7080615192,10.70699798,10.70699798,10.70699798,10.7040041346,10.7024877861,10.7024877861,10.1195662067,9.97620084346
10,109.481085062,980,1463,15,15,15,15,15,15,15,15,15,15,15,15,10.0120662173,10.0120662173,10.0107522044,10.0089785826,10.0089785826,10.0009438361,9.98454891925,9.96828706316,9.96720102133,9.96089760519,9.93017280398,9.92937764455,9.92937764455,9.91786097964,9.91716162221,9.91616167876,9.91616167876,9.91496124917,9.89172621877,9.89172621877,9.89172621877,9.88910223634,9.88910223634,9.8852253944,9.88354100394,9.882371805,9.85553726797,9.85553726797,9.85431761349,9.85160964322,9.84850581736,9.84850581736
