Run,First Solution,FS Iter,samples,Path Cost History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41.9212350845,710,1630,15,15,15,15,15,11.2748790373,11.2501100718,11.2501100718,11.1551292371,11.1470124692,11.1470124692,11.1470124692,10.5050976283,10.2963012625,10.181401491,10.181401491,10.1285116696,10.1159508963,10.0498204035,10.0496509407,10.0194550243,10.0066925851,10.0057723596,9.9159674379,9.9143702115,9.9143702115,9.9140692339,9.9140692339,9.9131054573,9.8890040771,9.8857268452,9.8857268452,9.8718120941,9.8718120941,9.8718120941,9.8718120941,9.8718120941,9.8705372995,9.8705372995,9.8705372995,9.863272841,9.863272841
2,79.9879610538,770,1588,15,15,15,15,15,15,11.3308044321,11.3308044321,11.3308044321,11.3308044321,11.3196504087,11.3125899263,11.2587206961,11.1769301798,10.213597313,10.213597313,10.1090267199,10.089059626,10.0474141692,9.9786223411,9.9683755934,9.9683755934,9.9677648888,9.9677648888,9.9676160058,9.9380402143,9.9380402143,9.9380402143,9.9380402143,9.9296187374,9.9296187374,9.9296187374,9.9296187374,9.9196521119,9.8769907193,9.8769907193,9.8702813484,9.869469035,9.869469035,9.8685800103,9.868555423,9.868555423
3,49.0742809772,490,1801,11.6764019422,11.6764019422,11.6750066739,11.4931473844,11.3256596921,11.3102448136,11.2932031388,11.2932031388,11.1235927097,11.1101150267,11.1004215565,11.0534267632,11.0397771625,11.0397771625,11.0130919654,10.4820249639,10.3745510249,10.2317552289,10.2143254662,10.0136267484,9.9296257793,9.8956414825,9.8954539108,9.8954539108,9.8954539108,9.8954539108,9.8939881516,9.8939881516,9.8839078128,9.8839078128,9.8751156938,9.8690186305,9.8646212486,9.8624676416,9.8624676416,9.8624272673,9.856626873,9.856626873,9.8517676389,9.8249019718,9.8249019718,9.8249019718
4,145.01511693,1060,1473,15,15,15,15,15,15,15,15,15,15,15,15,11.1260237831,11.1259201583,11.0936074848,11.0933536268,11.0933536268,11.0692197715,10.3059423556,10.2323387187,10.2297723876,10.2297723876,10.0366661853,10.0366661853,10.0366661853,10.0198301107,10.0074737981,10.0074737981,10.0074737981,10.0074737981,10.0074737981,9.9860791747,9.9843998166,9.9843998166,9.9765624487,9.9765624487,9.9764159536,9.9265689322,9.9265689322,9.9265689322,9.9044371214,9.9044371214
5,48.8718600273,530,1704,15,11.6185344577,11.6185344577,10.432646686,10.2299401445,10.2299401445,10.20990861,10.2092227549,10.1770244182,10.0951832793,10.067155647,10.0491364979,10.0491364979,10.0491364979,10.0345031965,10.0324260645,10.0172958285,9.9522267351,9.9522267351,9.932928889,9.9250010832,9.9250010832,9.9220616541,9.9174867429,9.9122091204,9.9108104594,9.9096590188,9.9026405508,9.9022222969,9.8969727782,9.8969727782,9.8969727782,9.8945071313,9.8795465037,9.8776497227,9.8770436606,9.8769097849,9.8765145815,9.8755531977,9.8742513855,9.8725449616,9.8725449616
6,55.1758761406,650,1660,15,15,0,11.4856141776,11.4856141776,11.3467806125,11.3393042032,11.3046096109,11.3046096109,11.1618615611,11.1499007578,11.1499007578,10.1823020987,10.0356885114,10.0125730697,10.0125730697,10.0125730697,9.99920794,9.99920794,9.9871448866,9.967094054,9.9654340157,9.9654340157,9.9617379196,9.9181328838,9.9181328838,9.9110277784,9.9110277784,9.9110277784,9.9110277784,9.9110277784,9.9069156259,9.9069156259,9.9069156259,9.9001662266,9.8988626524,9.8925832559,9.8925832559,9.8752476252,9.8752476252,9.8752476252,9.8749738258
7,97.0225992203,850,1572,15,15,15,15,15,15,15,11.2028956732,11.2028956732,11.1986172496,11.1986172496,11.1925558004,11.1058870374,10.5548700105,10.4554013661,10.348856051,10.1899411223,10.1614578814,10.1614578814,10.1371038186,10.1371038186,10.1214066425,10.0708160513,10.0708160513,10.0595021188,10.0595021188,10.0595021188,10.0486590606,10.0419599581,9.9801264831,9.9775800564,9.97752695,9.9755970503,9.9696262865,9.9696262865,9.966953566,9.966953566,9.966953566,9.9430163529,9.9430163529,9.9428913193,9.9229145821
8,58.3487868309,560,1740,15,15,11.2880952081,11.1996346726,11.0152409976,10.996757204,10.9798499471,10.9071936525,10.8985467201,10.8889054608,10.8877872865,10.8877872865,10.8877872865,10.8825604035,10.8731391359,10.871061899,10.871061899,10.4591998634,10.2021080209,10.1656008982,10.1656008982,10.131293469,10.0131840022,9.9568629513,9.9331127458,9.9331127458,9.9306360872,9.9306360872,9.9306360872,9.9236624563,9.9216547906,9.8795939863,9.8654684072,9.8651051745,9.8631633486,9.8531496355,9.8521482318,9.8521482318,9.8521482318,9.8516708648,9.8516523989,9.8454483619
9,136.880996943,1150,1350,15,15,15,15,15,15,15,15,15,15,15,15,15,11.5913682246,11.5913682246,11.5434971702,11.5434971702,11.5427340986,11.3934068673,11.2576313553,11.2576313553,10.3771201941,10.366587003,10.3652091986,10.3652091986,10.3164444761,10.3164444761,10.3164444761,10.3090979224,10.26455592,10.2589136379,10.2465029852,10.2465029852,10.2465029852,10.2411426741,10.2411426741,10.2411426741,10.239029446,10.239029446,10.2380558993,10.2380558993,10.237184447
10,46.2109050751,520,1736,15,11.3242441213,11.1478988216,11.0869552021,11.0869552021,11.0817841561,11.0320029122,10.9862909122,10.9862909122,10.9810014061,10.9782806585,10.9782806585,10.9451523914,10.9451523914,10.9423489892,10.0104603207,9.992053498,9.992053498,9.992053498,9.9376960458,9.9226903736,9.922019658,9.922019658,9.922019658,9.9119465373,9.9109755186,9.9090337615,9.8911063785,9.8909364422,9.8786669711,9.876819173,9.876819173,9.876819173,9.876819173,9.876819173,9.8754413496,9.8754413496,9.8754413496,9.8754040615,9.8754040615,9.8754040615,9.8753978108
